,url,name,merchant,Supported,Alt Domain Names,Alt Retailer Names,Product URL,Product Name,Retailer,Retailer.1,Price,Clicks,Domain Link,EPC,Domain Name,Alt Domain Link,Alt EPC,Supp Avg EPC,Supp Max EPC,Item Count,Alt Retail Count,Supp Median Item Count,Supp Avg Item Count,Current Earnings,Alt Earnings,Total Current Earnings,Total Alt Earnings,Estimated Earnings,Estimated Lift %,Higher Alt Retailer,Original Retailer
0,https://www.amazon.com/Theragun-Prime-Generation-Percussive-Treatment/dp/B086Z6V3S6/ref=as_li_ss_tl?tag=60c8c8ac179d22000613306c-20&linkCode=ll1,Theragun Prime - Percussive Therapy Deep Tissue Muscle Treatment Massage Gun,Amazon,Yes,DomainName_0,walmart,https://www.amazon.com/Theragun-Prime-Generation-Percussive-Treatment/dp/B086Z6V3S6/ref=as_li_ss_tl?tag=60c8c8ac179d22000613306c-20&linkCode=ll1,Theragun Prime,amazon.com,Amazon,1203,22421,amazon.com,8.44,amazon,walmart.com,2.37,6.287963340122223,8.87,138,4,4.0,5.31469298245614,189233.24,189233.24,41344168.370000005,42403734.32000001,1059565.950000003,2.5627942023592403,bloomingdales.com,amazon.com
1,https://www.amazon.com/Theragun-Prime-Generation-Percussive-Treatment/dp/B086Z6V3S6/ref=as_li_ss_tl?tag=60c8c8ac179d22000613306c-20&linkCode=ll1,Theragun Prime - Percussive Therapy Deep Tissue Muscle Treatment Massage Gun,Amazon,Yes,DomainName_1,kohls,https://www.amazon.com/Theragun-Prime-Generation-Percussive-Treatment/dp/B086Z6V3S6/ref=as_li_ss_tl?tag=60c8c8ac179d22000613306c-20&linkCode=ll1,Theragun Prime,amazon.com,Amazon,1203,22421,amazon.com,8.44,amazon,kohls.com,7.35,6.287963340122223,8.87,138,4,4.0,5.31469298245614,189233.24,189233.24,41344168.370000005,42403734.32000001,1059565.950000003,2.5627942023592403,bloomingdales.com,amazon.com
2,https://www.amazon.com/Theragun-Prime-Generation-Percussive-Treatment/dp/B086Z6V3S6/ref=as_li_ss_tl?tag=60c8c8ac179d22000613306c-20&linkCode=ll1,Theragun Prime - Percussive Therapy Deep Tissue Muscle Treatment Massage Gun,Amazon,Yes,DomainName_2,bloomingdales,https://www.amazon.com/Theragun-Prime-Generation-Percussive-Treatment/dp/B086Z6V3S6/ref=as_li_ss_tl?tag=60c8c8ac179d22000613306c-20&linkCode=ll1,Theragun Prime,amazon.com,Amazon,1203,22421,amazon.com,8.44,amazon,bloomingdales.com,8.37,6.287963340122223,8.87,138,4,4.0,5.31469298245614,189233.24,189233.24,41344168.370000005,42403734.32000001,1059565.950000003,2.5627942023592403,bloomingdales.com,amazon.com
3,https://www.amazon.com/Theragun-Prime-Generation-Percussive-Treatment/dp/B086Z6V3S6/ref=as_li_ss_tl?tag=60c8c8ac179d22000613306c-20&linkCode=ll1,Theragun Prime - Percussive Therapy Deep Tissue Muscle Treatment Massage Gun,Amazon,Yes,DomainName_3,dickssportinggoods,https://www.amazon.com/Theragun-Prime-Generation-Percussive-Treatment/dp/B086Z6V3S6/ref=as_li_ss_tl?tag=60c8c8ac179d22000613306c-20&linkCode=ll1,Theragun Prime,amazon.com,Amazon,1203,22421,amazon.com,8.44,amazon,dickssportinggoods.com,2.42,6.287963340122223,8.87,138,4,4.0,5.31469298245614,189233.24,189233.24,41344168.370000005,42403734.32000001,1059565.950000003,2.5627942023592403,bloomingdales.com,amazon.com
4,https://www.amazon.com/Honeywell-525-729CFM-Evaporative-Compartment-CO30XE/dp/B00IINNKRQ/ref=as_li_ss_tl?tag=606df038512cbc00063f0afa-20&linkCode=ll1,Honeywell 780 CFM 3-Speed Outdoor Rated Portable Evaporative Cooler (Swamp Cooler) with GFCI Cord for 320 sq. ft.,Amazon,Yes,DomainName_0,wayfair,https://www.amazon.com/Honeywell-525-729CFM-Evaporative-Compartment-CO30XE/dp/B00IINNKRQ/ref=as_li_ss_tl?tag=606df038512cbc00063f0afa-20&linkCode=ll1,Honeywell Indoor/Outdoor Portable Evaporative Cooler,amazon.com,Amazon,1515,12585,amazon.com,8.44,amazon,wayfair.com,5.6,6.287963340122223,8.87,138,4,4.0,5.31469298245614,106217.4,107727.6,41344168.370000005,42403734.32000001,1059565.950000003,2.5627942023592403,overstock.com,amazon.com
5,https://www.amazon.com/Honeywell-525-729CFM-Evaporative-Compartment-CO30XE/dp/B00IINNKRQ/ref=as_li_ss_tl?tag=606df038512cbc00063f0afa-20&linkCode=ll1,Honeywell 780 CFM 3-Speed Outdoor Rated Portable Evaporative Cooler (Swamp Cooler) with GFCI Cord for 320 sq. ft.,Amazon,Yes,DomainName_1,walmart,https://www.amazon.com/Honeywell-525-729CFM-Evaporative-Compartment-CO30XE/dp/B00IINNKRQ/ref=as_li_ss_tl?tag=606df038512cbc00063f0afa-20&linkCode=ll1,Honeywell Indoor/Outdoor Portable Evaporative Cooler,amazon.com,Amazon,1515,12585,amazon.com,8.44,amazon,walmart.com,2.37,6.287963340122223,8.87,138,4,4.0,5.31469298245614,106217.4,107727.6,41344168.370000005,42403734.32000001,1059565.950000003,2.5627942023592403,overstock.com,amazon.com
6,https://www.amazon.com/Honeywell-525-729CFM-Evaporative-Compartment-CO30XE/dp/B00IINNKRQ/ref=as_li_ss_tl?tag=606df038512cbc00063f0afa-20&linkCode=ll1,Honeywell 780 CFM 3-Speed Outdoor Rated Portable Evaporative Cooler (Swamp Cooler) with GFCI Cord for 320 sq. ft.,Amazon,Yes,DomainName_2,buydig,https://www.amazon.com/Honeywell-525-729CFM-Evaporative-Compartment-CO30XE/dp/B00IINNKRQ/ref=as_li_ss_tl?tag=606df038512cbc00063f0afa-20&linkCode=ll1,Honeywell Indoor/Outdoor Portable Evaporative Cooler,amazon.com,Amazon,1515,12585,amazon.com,8.44,amazon,buydig.com,2.24,6.287963340122223,8.87,138,4,4.0,5.31469298245614,106217.4,107727.6,41344168.370000005,42403734.32000001,1059565.950000003,2.5627942023592403,overstock.com,amazon.com
7,https://www.amazon.com/Honeywell-525-729CFM-Evaporative-Compartment-CO30XE/dp/B00IINNKRQ/ref=as_li_ss_tl?tag=606df038512cbc00063f0afa-20&linkCode=ll1,Honeywell 780 CFM 3-Speed Outdoor Rated Portable Evaporative Cooler (Swamp Cooler) with GFCI Cord for 320 sq. ft.,Amazon,Yes,DomainName_3,overstock,https://www.amazon.com/Honeywell-525-729CFM-Evaporative-Compartment-CO30XE/dp/B00IINNKRQ/ref=as_li_ss_tl?tag=606df038512cbc00063f0afa-20&linkCode=ll1,Honeywell Indoor/Outdoor Portable Evaporative Cooler,amazon.com,Amazon,1515,12585,amazon.com,8.44,amazon,overstock.com,8.56,6.287963340122223,8.87,138,4,4.0,5.31469298245614,106217.4,107727.6,41344168.370000005,42403734.32000001,1059565.950000003,2.5627942023592403,overstock.com,amazon.com
8,https://www.amazon.com/Lasko-5586-Digital-Ceramic-Heater/dp/B0045LTBJG/ref=as_li_ss_tl?tag=5f92d6f7307874000643b397-20&linkCode=ll1,"Lasko 5586 Digital Ceramic Tower Heater with Remote, Dark Grey",Amazon,Yes,DomainName_0,lowes,https://www.amazon.com/Lasko-5586-Digital-Ceramic-Heater/dp/B0045LTBJG/ref=as_li_ss_tl?tag=5f92d6f7307874000643b397-20&linkCode=ll1,Lasko 5586 Digital Ceramic Tower Heater with Remote,amazon.com,Amazon,974,13934,amazon.com,8.44,amazon,lowes.com,6.52,6.287963340122223,8.87,138,4,4.0,5.31469298245614,117602.95999999999,117602.95999999999,41344168.370000005,42403734.32000001,1059565.950000003,2.5627942023592403,tigerdirect.com,amazon.com
9,https://www.amazon.com/Lasko-5586-Digital-Ceramic-Heater/dp/B0045LTBJG/ref=as_li_ss_tl?tag=5f92d6f7307874000643b397-20&linkCode=ll1,"Lasko 5586 Digital Ceramic Tower Heater with Remote, Dark Grey",Amazon,Yes,DomainName_1,wayfair,https://www.amazon.com/Lasko-5586-Digital-Ceramic-Heater/dp/B0045LTBJG/ref=as_li_ss_tl?tag=5f92d6f7307874000643b397-20&linkCode=ll1,Lasko 5586 Digital Ceramic Tower Heater with Remote,amazon.com,Amazon,974,13934,amazon.com,8.44,amazon,wayfair.com,5.6,6.287963340122223,8.87,138,4,4.0,5.31469298245614,117602.95999999999,117602.95999999999,41344168.370000005,42403734.32000001,1059565.950000003,2.5627942023592403,tigerdirect.com,amazon.com
10,https://www.amazon.com/Lasko-5586-Digital-Ceramic-Heater/dp/B0045LTBJG/ref=as_li_ss_tl?tag=5f92d6f7307874000643b397-20&linkCode=ll1,"Lasko 5586 Digital Ceramic Tower Heater with Remote, Dark Grey",Amazon,Yes,DomainName_2,lenovo,https://www.amazon.com/Lasko-5586-Digital-Ceramic-Heater/dp/B0045LTBJG/ref=as_li_ss_tl?tag=5f92d6f7307874000643b397-20&linkCode=ll1,Lasko 5586 Digital Ceramic Tower Heater with Remote,amazon.com,Amazon,974,13934,amazon.com,8.44,amazon,lenovo.com,1.6,6.287963340122223,8.87,138,4,4.0,5.31469298245614,117602.95999999999,117602.95999999999,41344168.370000005,42403734.32000001,1059565.950000003,2.5627942023592403,tigerdirect.com,amazon.com
